key_or_source_string,source_files,english_value,russian_value,japanese_value,market_adaptation
last_sync,iOS Car Dealer Tracker/Ezcar24Business/Views/AccountView.swift,Last sync:,Последняя синхронизация:,最終同期:,no
legal,iOS Car Dealer Tracker/Ezcar24Business/Views/PaywallView.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/UserGuideView.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/AccountView.swift,Legal,Правовая информация,法務,no
low_roi,iOS Car Dealer Tracker/Ezcar24Business/ViewModels/InventoryAnalyticsViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/Models/Enums/InventoryAlertType.swift,Low ROI,Низкий ROI,低ROI,no
mail_error_message,iOS Car Dealer Tracker/Ezcar24Business/Views/AccountView.swift,Cannot open Mail app. Please contact us manually at %@,"Не удалось открыть Почту. Пожалуйста, напишите нам вручную на %@",メールアプリを開けません。%@ まで直接ご連絡ください。,no
make,iOS Car Dealer Tracker/Ezcar24Business/ViewModels/VehicleViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/ViewModels/SalesViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/ViewModels/DashboardViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/ViewModels/HoldingCostSettingsViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/ViewModels/ExpenseViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/Models/Expense+Extensions.swift; iOS Car Dealer Tracker/Ezcar24Business/Models/Vehicle+CoreDataProperties.swift; iOS Car Dealer Tracker/Ezcar24Business/Models/PersistenceController.swift,Make,Марка,メーカー,no
manage,iOS Car Dealer Tracker/Ezcar24Business/Ezcar24BusinessApp.swift; iOS Car Dealer Tracker/Ezcar24Business/ContentView.swift; iOS Car Dealer Tracker/Ezcar24Business/ViewModels/DebtViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/ViewModels/UserViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/ViewModels/PartsInventoryViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/ViewModels/PartSalesViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/ViewModels/InventoryAnalyticsViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/ViewModels/AccountTransactionsViewModel.swift,Manage,Управление,管理,no
manage_photos,iOS Car Dealer Tracker/Ezcar24Business/Ezcar24BusinessApp.swift; iOS Car Dealer Tracker/Ezcar24Business/ContentView.swift; iOS Car Dealer Tracker/Ezcar24Business/ViewModels/DebtViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/ViewModels/UserViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/ViewModels/PartsInventoryViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/ViewModels/PartSalesViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/ViewModels/InventoryAnalyticsViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/ViewModels/AccountTransactionsViewModel.swift,Manage,Управление,管理,no
management,iOS Car Dealer Tracker/Ezcar24Business/Ezcar24BusinessApp.swift; iOS Car Dealer Tracker/Ezcar24Business/ViewModels/UserViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/ViewModels/VehicleViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/ViewModels/HoldingCostSettingsViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/Models/PersistenceController.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/TeamManagementView.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/UserGuideView.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/AccountView.swift,Management,Управление,管理,no
mark_as_sold,iOS Car Dealer Tracker/Ezcar24Business/Views/VehicleListView.swift,Mark as Sold,Отметить как проданное,販売済みにする,no
marketing,iOS Car Dealer Tracker/Ezcar24Business/Views/AddExpenseView.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/ExpenseListView.swift,Marketing,Маркетинг,広告宣伝,no
member_since,catalog/manual,Member since %@,Участник с %@,メンバー登録日 %@,no
method,iOS Car Dealer Tracker/Ezcar24Business/ViewModels/SalesViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/Models/Vehicle+CoreDataProperties.swift; iOS Car Dealer Tracker/Ezcar24Business/Utilities/RegionSettings.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/DashboardView.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/TeamManagementView.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/VehicleDetailView.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/AddSaleView.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/DebtDetailView.swift,Method,Способ оплаты,方法,no
mileage,iOS Car Dealer Tracker/Ezcar24Business/ViewModels/VehicleViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/Models/Vehicle+CoreDataProperties.swift; iOS Car Dealer Tracker/Ezcar24Business/Utilities/RegionSettings.swift; iOS Car Dealer Tracker/Ezcar24Business/Utilities/CurrencyFormatter.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/RegionSelectionView.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/AddVehicleView.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/VehicleDetailView.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/UserGuideView.swift,Mileage,Пробег,走行距離,no
model,iOS Car Dealer Tracker/Ezcar24Business/ViewModels/DebtViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/ViewModels/UserViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/ViewModels/PartsInventoryViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/ViewModels/PartSalesViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/ViewModels/InventoryAnalyticsViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/ViewModels/AccountTransactionsViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/ViewModels/VehicleViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/ViewModels/SalesViewModel.swift,Model,Модель,車種,no
month,iOS Car Dealer Tracker/Ezcar24Business/ContentView.swift; iOS Car Dealer Tracker/Ezcar24Business/ViewModels/DashboardViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/ViewModels/HoldingCostSettingsViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/Auth/SessionStore.swift; iOS Car Dealer Tracker/Ezcar24Business/Models/PersistenceController.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/DashboardView.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/MonthlyReportPreviewView.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/ClientListView.swift,Month,Месяц,月,no
monthly_rate,iOS Car Dealer Tracker/Ezcar24Business/Views/Settings/HoldingCostSettingsView.swift,Monthly Rate,Месячная ставка,月次率,no
name,iOS Car Dealer Tracker/Ezcar24Business/ContentView.swift; iOS Car Dealer Tracker/Ezcar24Business/ViewModels/DebtViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/ViewModels/UserViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/ViewModels/PartsInventoryViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/ViewModels/PartSalesViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/ViewModels/InventoryAnalyticsViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/ViewModels/VehicleViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/ViewModels/SalesViewModel.swift,Name,Имя,名前,no
name@dealer.com,iOS Car Dealer Tracker/Ezcar24Business/Views/VehicleDetailView.swift,name@dealer.com,name@dealer.com,name@dealer.com,yes
name_label,iOS Car Dealer Tracker/Ezcar24Business/ContentView.swift; iOS Car Dealer Tracker/Ezcar24Business/ViewModels/DebtViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/ViewModels/UserViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/ViewModels/PartsInventoryViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/ViewModels/PartSalesViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/ViewModels/InventoryAnalyticsViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/ViewModels/VehicleViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/ViewModels/SalesViewModel.swift,Name,Имя,名前,no
needs_attention,iOS Car Dealer Tracker/Ezcar24Business/ViewModels/InventoryAnalyticsViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/Components/Inventory/InventoryHealthScore.swift,Needs Attention,Требует внимания,要確認,no
net_profit,iOS Car Dealer Tracker/Ezcar24Business/Views/DashboardView.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/SalesListView.swift; iOS Car Dealer Tracker/Ezcar24Business/Services/BackupExportManager.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/Components/DashboardComponents.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/Analytics/AnalyticsHubView.swift,Sales Profit,Прибыль с продаж,販売利益,yes
never,iOS Car Dealer Tracker/Ezcar24Business/ViewModels/DashboardViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/Auth/SessionStore.swift; iOS Car Dealer Tracker/Ezcar24Business/Auth/AuthGateView.swift; iOS Car Dealer Tracker/Ezcar24Business/Auth/LoginView.swift; iOS Car Dealer Tracker/Ezcar24Business/Auth/AppSessionState.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/DashboardView.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/EditProfileView.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/ClientListView.swift,Never,Никогда,なし,no
never_synced,iOS Car Dealer Tracker/Ezcar24Business/Views/DashboardView.swift,Never synced,Не синхронизировано,未同期,no
new_car,catalog/manual,New Car,Новый автомобиль,新車,yes
new_client,iOS Car Dealer Tracker/Ezcar24Business/Views/ClientDetailView.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/AddPartSaleView.swift,New Client,Новый клиент,新規顧客,no
new_debt,iOS Car Dealer Tracker/Ezcar24Business/Views/AddDebtView.swift,New Debt,Новый долг,新規債務,yes
new_expense,iOS Car Dealer Tracker/Ezcar24Business/Views/AddExpenseView.swift,New Expense,Новый расход,新規経費,yes
new_password,iOS Car Dealer Tracker/Ezcar24Business/Auth/PasswordResetView.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/AccountView.swift,New Password,Новый пароль,新しいパスワード,no
new_password_placeholder,iOS Car Dealer Tracker/Ezcar24Business/Auth/PasswordResetView.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/AccountView.swift,New Password,Новый пароль,新しいパスワード,no
new_sale,iOS Car Dealer Tracker/Ezcar24Business/Views/iPadRootView.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/AddSaleView.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/PartsDashboardView.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/VehicleListView.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/PartDetailView.swift,New Sale,Новая продажа,新規販売,yes
newest_first,iOS Car Dealer Tracker/Ezcar24Business/ViewModels/InventoryAnalyticsViewModel.swift; iOS Car Dealer Tracker/Ezcar24Business/ViewModels/VehicleViewModel.swift,Newest First,Сначала новые,新しい順,no
no_account_kind_found,iOS Car Dealer Tracker/Ezcar24Business/Views/FinancialAccountsView.swift,No %@ Found,Счета типа %@ не найдены,%@がありません,yes
no_accounts_found,iOS Car Dealer Tracker/Ezcar24Business/Views/FinancialAccountsView.swift,No Accounts Found,Счета не найдены,口座がありません,yes
no_active_business_selected,iOS Car Dealer Tracker/Ezcar24Business/Views/AddSaleView.swift,No active business selected.,Активная организация не выбрана.,有効な事業が選択されていません。,no
no_burning_inventory,iOS Car Dealer Tracker/Ezcar24Business/Views/Inventory/InventoryAnalyticsView.swift,No burning inventory,Нет горящего инвентаря,長期在庫はありません,yes
no_clients_found,iOS Car Dealer Tracker/Ezcar24Business/Views/ClientListView.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/AddSaleView.swift,No clients found,Клиенты не найдены,顧客が見つかりません,no
no_date,iOS Car Dealer Tracker/Ezcar24Business/Views/ClientListView.swift,No Date,Нет даты,日付なし,no
no_details,iOS Car Dealer Tracker/Ezcar24Business/Views/ExpenseListView.swift,No details,Нет деталей,詳細なし,no
no_expenses_found,iOS Car Dealer Tracker/Ezcar24Business/Views/ExpenseListView.swift,No expenses found,Расходы не найдены,経費が見つかりません,yes
no_expenses_help_text,iOS Car Dealer Tracker/Ezcar24Business/Views/ExpenseListView.swift,Try adjusting your filters or add a new expense.,Попробуйте изменить фильтры или добавьте новый расход.,フィルターを調整するか、新しい経費を追加してください。,yes
no_expenses_period,iOS Car Dealer Tracker/Ezcar24Business/Views/DashboardView.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/Components/DashboardComponents.swift,No expenses for this period,Нет расходов за этот период,この期間の経費はありません,yes
no_expenses_recorded,iOS Car Dealer Tracker/Ezcar24Business/Views/VehicleDetailView.swift,No expenses recorded for this vehicle,Расходов пока нет,この車両の経費はまだありません,yes
no_expenses_today,iOS Car Dealer Tracker/Ezcar24Business/Views/DashboardView.swift; iOS Car Dealer Tracker/Ezcar24Business/Views/Components/DashboardComponents.swift,No expenses today,Сегодня расходов нет,本日の経費はありません,yes
no_interactions,iOS Car Dealer Tracker/Ezcar24Business/Views/ClientDetailView.swift,No interactions yet,Пока нет записей,対応履歴はまだありません,no
